,state_code,state_name,level,dist_code,name_of_city,population_total,population_male,population_female,0-6_population_total,0-6_population_male,0-6_population_female,literates_total,literates_male,literates_female,sex_ratio,child_sex_ratio,effective_literacy_rate_total,effective_literacy_rate_male,effective_literacy_rate_female,location
424,28,ANDHRA PRADESH,71,23,Tirupati ,287035,145977,141058,24643,12869,11774,229730,123449,106281,966,915,87.55,92.74,82.21,"13.6287557,79.4191795"
425,28,ANDHRA PRADESH,71,23,Madanapalle ,135669,67432,68237,13448,6944,6504,99486,52994,46492,1012,937,81.4,87.61,75.31,"13.5603491,78.5036065"
426,28,ANDHRA PRADESH,71,23,Chittoor ,153766,76566,77200,13569,7112,6457,121094,63681,57413,1008,908,86.37,91.69,81.16,"13.2218054,79.1010442"
427,29,KARNATAKA,71,1,Belgaum ,488292,246407,241885,49848,25749,24099,396736,208546,188190,982,936,90.49,94.51,86.41,"15.8496953,74.4976741"
428,29,KARNATAKA,7,2,Bagalkot ,112068,56837,55231,12399,6476,5923,85860,46623,39237,972,915,86.15,92.58,79.58,"16.1725355,75.6557206"
429,29,KARNATAKA,7,3,Bijapur ,326360,165122,161238,39134,20482,18652,239631,128615,111016,976,911,83.43,88.92,77.86,"16.8301708,75.710031"
430,29,KARNATAKA,71,4,Bidar ,211944,109435,102509,25077,13103,11974,163781,89472,74309,937,914,87.65,92.88,82.08,"17.9148799,77.5046101"
431,29,KARNATAKA,7,5,Raichur ,232456,117408,115048,27924,14286,13638,158452,86973,71479,980,955,77.47,84.34,70.49,"16.2120031,77.3439283"
432,29,KARNATAKA,71,6,Gangawati ,105354,52678,52676,13122,6709,6413,70630,39027,31603,1000,956,76.58,84.9,68.31,"15.431874,76.5314817"
433,29,KARNATAKA,7,7,Gadag-Betigeri ,172813,86165,86648,18419,9519,8900,132094,70035,62059,1006,935,85.56,91.37,79.82,"15.4324651,75.6380337"
434,29,KARNATAKA,7,8,Hubli-Dharwad ,943857,475980,467877,99989,51293,48696,736506,389290,347216,983,949,87.28,91.67,82.83,"15.3647083,75.1239547"
435,29,KARNATAKA,7,10,Ranibennur ,106365,53933,52432,11572,5982,5590,85298,43234,42064,972,934,89.98,90.16,89.8,"14.6113428,75.6382657"
436,29,KARNATAKA,7,11,Hospet ,206159,102923,103236,26478,13508,12970,143776,77678,66098,1003,960,80.02,86.87,73.23,"15.2688542,76.3909241"
437,29,KARNATAKA,7,11,Bellary ,409644,206026,203618,49587,25337,24250,281768,153275,128493,988,957,78.26,84.83,71.64,"15.1393932,76.9214428"
438,29,KARNATAKA,71,12,Chitradurga ,139914,70304,69610,14282,7349,6933,111514,58257,53257,990,943,88.76,92.54,84.97,"14.2305594,76.3984537"
439,29,KARNATAKA,7,13,Davanagere ,435128,220544,214584,44545,22888,21657,331551,175747,155804,973,946,84.89,88.92,80.76,"14.4663438,75.9238397"
440,29,KARNATAKA,7,14,Shimoga ,322428,161978,160450,31626,16130,15496,255971,133191,122780,991,961,88.02,91.32,84.7,"13.9299299,75.568101"
441,29,KARNATAKA,7,14,Bhadravati ,150776,75020,75756,14000,7087,6913,118446,62199,56247,1010,975,86.6,91.56,81.7,"13.8329901,75.7080727"
442,29,KARNATAKA,71,15,Udupi ,125350,62031,63319,10283,5364,4919,108041,54690,53351,1021,917,93.89,96.51,91.35,"13.3408807,74.7421427"
443,29,KARNATAKA,7,16,Chikmagalur ,118496,58859,59637,10931,5599,5332,96586,49742,46844,1013,952,89.79,93.39,86.26,"13.315258,75.7754018"
444,29,KARNATAKA,7,17,Tumkur ,305821,155406,150415,29655,15233,14422,237424,123904,113520,968,947,85.97,88.39,83.47,"13.3709627,76.6412712"
445,29,KARNATAKA,71,18,Bengaluru,8425970,4401299,4024671,862493,444639,417854,6775942,3664959,3110983,914,940,89.59,92.63,86.25,"12.9716,77.5946"
446,29,KARNATAKA,7,19,Mandya ,137735,68748,68987,13269,6826,6443,105938,55442,50496,1003,944,85.11,89.54,80.74,"12.5221567,76.9009191"
447,29,KARNATAKA,71,20,Hassan ,133723,66380,67343,12670,6517,6153,109564,55610,53954,1015,944,90.51,92.9,88.17,"13.0068142,76.0995519"
448,29,KARNATAKA,71,21,Mangalore ,484785,240651,244134,41471,21485,19986,416863,211482,205381,1014,930,94.03,96.49,91.63,"12.9141417,74.8559568"
449,29,KARNATAKA,71,23,Mysore ,887446,443813,443633,77988,40106,37882,702896,363157,339739,1000,945,86.84,89.96,83.73,"12.2958104,76.6393805"
450,29,KARNATAKA,71,25,Gulbarga ,532031,272451,259580,69146,36073,33073,387470,210817,176653,953,917,83.71,89.19,77.99,"17.329731,76.8342957"
451,29,KARNATAKA,7,27,Kolar ,138553,70064,68489,15993,8055,7938,102978,54121,48857,978,985,84.02,87.28,80.69,"13.1357446,78.1325611"
452,29,KARNATAKA,71,27,Robertson Pet ,146428,72378,74050,13322,6619,6703,119258,61304,57954,1023,1013,89.6,93.23,86.05,"12.9551189,78.2698622"
453,32,KERALA,71,4,Kozhikode ,432097,206494,225603,41574,21208,20366,378033,181451,196582,1093,960,96.8,97.93,95.78,"11.2587531,75.78041"
454,32,KERALA,71,6,Palakkad ,131019,63833,67186,11614,5930,5684,112479,56065,56414,1053,959,94.2,96.83,91.73,"10.7867303,76.6547932"
455,32,KERALA,71,7,Thrissur ,315596,151999,163597,25252,12953,12299,282338,136694,145644,1076,950,97.24,98.31,96.26,"10.5276416,76.2144349"
456,32,KERALA,71,8,Kochi ,601574,296668,304906,52466,26863,25603,535318,265256,270062,1028,953,97.49,98.31,96.69,"9.9312328,76.2673041"
457,32,KERALA,71,11,Alappuzha ,174164,83888,90276,15434,7934,7500,153269,74454,78815,1076,945,96.56,98.03,95.21,"9.4980667,76.3388484"
458,32,KERALA,71,13,Kollam ,349033,168076,180957,31304,16018,15286,292641,142714,149927,1077,954,92.1,93.85,90.5,"8.8932118,76.6141396"
459,32,KERALA,71,14,Thiruvananthapuram ,752490,364657,387833,61619,31156,30463,647479,316614,330865,1064,978,93.72,94.94,92.58,"8.5241391,76.9366376"
460,33,TAMIL NADU,71,2,Chennai ,4681087,2357633,2323454,418541,213084,205457,3850472,2004498,1845974,986,964,90.33,93.47,87.16,"13.0826802,80.2707184"
461,33,TAMIL NADU,71,1,Avadi ,344701,175055,169646,33414,17005,16409,275881,145729,130152,969,965,88.63,92.2,84.94,"13.1067448,80.0969511"
462,33,TAMIL NADU,71,1,Tiruvottiyur ,248059,124852,123207,24007,12185,11822,197646,103197,94449,987,970,88.21,91.59,84.8,"13.1691914,80.3045793"
463,33,TAMIL NADU,71,1,Madavaram ,118525,59631,58894,11835,6049,5786,96308,50467,45841,988,957,90.27,94.19,86.32,"13.147819,80.2309861"
464,33,TAMIL NADU,71,1,Ambattur ,478134,241181,236953,45216,23065,22151,401253,208748,192505,982,960,92.69,95.71,89.62,"13.1143167,80.1480551"
465,33,TAMIL NADU,71,3,Alandur ,164162,82190,81972,14486,7336,7150,142415,72755,69660,997,975,95.15,97.2,93.1,"12.9974873,80.2006371"
466,33,TAMIL NADU,71,3,Pallavaram ,216308,108381,107927,20936,10585,10351,182201,93828,88373,996,978,93.26,95.94,90.57,"12.9673484,80.1526888"
467,33,TAMIL NADU,71,3,Tambaram ,176807,90803,86004,16048,7947,8101,150667,79383,71284,947,1019,93.72,95.81,91.5,"12.9229153,80.1274558"
468,33,TAMIL NADU,71,3,Kancheepuram ,164265,81990,82275,14464,7331,7133,132348,69538,62810,1003,973,88.35,93.14,83.59,"12.8341735,79.7036402"
469,33,TAMIL NADU,71,4,Vellore ,185895,91464,94431,18363,9305,9058,145192,75321,69871,1032,973,86.67,91.68,81.84,"12.9165167,79.1324986"
470,33,TAMIL NADU,7,4,Ambur ,113856,56052,57804,12150,6216,5934,88309,45439,42870,1031,955,86.83,91.18,82.65,"12.7903613,78.7166084"
471,33,TAMIL NADU,7,5,Tiruvannamalai ,144683,72351,72332,14530,7413,7117,106256,55585,50671,1000,960,81.64,85.6,77.7,"12.2252841,79.0746957"
472,33,TAMIL NADU,71,7,Salem ,831038,418337,412701,73218,37452,35766,642662,341725,300937,987,955,84.8,89.72,79.84,"11.664325,78.1460142"
473,33,TAMIL NADU,71,9,Erode ,156953,78094,78859,13675,6935,6740,126638,66307,60331,1010,972,88.39,93.18,83.65,"11.3410364,77.7171642"
474,33,TAMIL NADU,71,11,Dindigul ,207225,102927,104298,18230,9301,8929,171130,88360,82770,1013,960,90.55,94.38,86.79,"10.3673123,77.9802906"
475,33,TAMIL NADU,71,13,Tiruchirappalli ,846915,418128,428787,74381,37866,36515,705492,359975,345517,1025,964,91.32,94.66,88.08,"10.7904833,78.7046725"
476,33,TAMIL NADU,81,16,Neyveli ,105687,53442,52245,6634,3496,3138,90114,47876,42238,978,898,90.98,95.86,86.01,"11.5432364,79.4760133"
477,33,TAMIL NADU,7,16,Cuddalore ,173361,85593,87768,15940,8153,7787,139388,72083,67305,1025,955,88.54,93.08,84.15,"11.744699,79.7680243"
478,33,TAMIL NADU,7,17,Nagapattinam ,102838,50809,52029,11308,5858,5450,81913,42374,39539,1024,930,89.49,94.27,84.89,"10.7656082,79.8423888"
479,33,TAMIL NADU,71,19,Kumbakonam ,140113,69350,70763,11972,6032,5940,117500,60262,57238,1020,985,91.7,95.17,88.3,"10.9616945,79.3881132"
480,33,TAMIL NADU,71,19,Thanjavur ,222619,109291,113328,18584,9581,9003,186643,94696,91947,1037,940,91.48,94.97,88.14,"10.7869994,79.1378274"
481,33,TAMIL NADU,7,20,Pudukkottai ,117215,58601,58614,10853,5566,5287,98054,50798,47256,1000,950,92.19,95.78,88.62,"10.379663,78.8208454"
482,33,TAMIL NADU,71,21,Karaikkudi ,106793,53425,53368,9940,5045,4895,88380,46114,42266,999,970,91.25,95.32,87.19,"10.0731315,78.7801544"
483,33,TAMIL NADU,71,22,Madurai ,1016885,509313,507572,91497,46785,44712,845990,440419,405571,997,956,91.42,95.22,87.62,"9.9252007,78.1197754"
484,33,TAMIL NADU,7,24,Rajapalayam ,130119,64624,65495,10504,5371,5133,103172,54622,48550,1013,956,86.25,92.18,80.43,"9.4653377,77.5275463"
485,33,TAMIL NADU,71,26,Thoothukkudi ,237374,118039,119335,23443,11864,11579,202105,102369,99736,1011,976,94.47,96.42,92.56,"8.7641661,78.1348361"
486,33,TAMIL NADU,71,27,Tirunelveli ,474838,234643,240195,43988,22511,21477,391972,201509,190463,1024,954,90.98,94.99,87.08,"8.7139126,77.7566523"
487,33,TAMIL NADU,7,28,Nagercoil ,224329,110132,114197,19034,9599,9435,195748,97545,98203,1037,983,95.35,97.03,93.74,"8.1832857,77.4118996"
488,33,TAMIL NADU,71,30,Hosur ,116821,59411,57410,13288,6746,6542,91358,48225,43133,966,970,88.24,91.57,84.79,"12.7409127,77.8252923"
489,33,TAMIL NADU,71,31,Coimbatore ,1061447,531017,530430,96261,49040,47221,885471,457982,427489,999,963,91.74,95.02,88.47,"11.0168445,76.9558321"
490,33,TAMIL NADU,71,31,Kurichi ,125800,63033,62767,12092,6111,5981,102816,53578,49238,996,979,90.42,94.13,86.71,"11.5707716,77.6966143"
491,33,TAMIL NADU,71,32,Tiruppur ,444543,227469,217074,45091,23039,22052,350206,189496,160710,954,957,87.67,92.69,82.41,"11.1085242,77.3410656"
492,34,PUDUCHERRY,71,2,Puducherry ,241773,118205,123568,22412,11245,11167,195861,100419,95442,1045,993,89.29,93.88,84.91,"11.9138598,79.8144722"
493,34,PUDUCHERRY,71,2,Ozhukarai ,300028,148154,151874,29214,14910,14304,244264,126663,117601,1025,959,90.2,95.06,85.48,"11.9475611,79.7793932"
494,35,ANDAMAN & NICOBAR ISLANDS,7,3,Port Blair ,100608,53247,47361,9358,4852,4506,81908,44908,37000,889,929,89.76,92.79,86.34,"11.6233774,92.7264828"
