state_code,state_name,level,dist_code,name_of_city,population_total,population_male,population_female,0-6_population_total,0-6_population_male,0-6_population_female,literates_total,literates_male,literates_female,sex_ratio,child_sex_ratio,effective_literacy_rate_total,effective_literacy_rate_male,effective_literacy_rate_female
10,BIHAR,71,22,Bhagalpur (M Corp.),"398,138","212,005","186,133","53,775","28,061","25,714","279,469","157,049","122,420",878,916,81.16,85.38,76.31
10,BIHAR,7,24,Munger (M Corp.),"213,101","113,173","99,928","29,260","15,323","13,937","150,435","84,571","65,864",883,910,81.83,86.43,76.59
10,BIHAR,7,24,Jamalpur (NP),"105,221","56,231","48,990","12,298","6,587","5,711","81,192","45,961","35,231",871,867,87.38,92.58,81.40
10,BIHAR,7,27,Biharsharif (M Corp.),"296,889","154,915","141,974","43,646","22,758","20,888","189,420","110,247","79,173",916,918,74.80,83.42,65.39
10,BIHAR,71,28,Patna (M Corp.),"1,683,200","894,158","789,042","190,496","102,208","88,288","1,264,523","694,580","569,943",882,864,84.71,87.71,81.33
10,BIHAR,71,28,Dinapur Nizamat (NP),"182,241","97,129","85,112","25,092","13,398","11,694","123,199","70,786","52,413",876,873,78.40,84.54,71.39
10,BIHAR,7,29,Arrah (M Corp.),"261,099","139,319","121,780","34,419","18,356","16,063","189,080","107,822","81,258",874,875,83.41,89.14,76.86
10,BIHAR,71,30,Buxar (NP),"102,591","54,123","48,468","13,639","7,260","6,379","75,752","42,601","33,151",896,879,85.16,90.91,78.76
10,BIHAR,7,32,Sasaram (NP),"147,396","77,687","69,709","19,363","10,189","9,174","105,378","58,900","46,478",897,900,82.31,87.26,76.78
10,BIHAR,7,32,Dehri (NP),"137,068","72,311","64,757","18,372","9,570","8,802","98,968","56,416","42,552",896,920,83.38,89.92,76.05
10,BIHAR,7,33,Aurangabad (NP),"101,520","53,307","48,213","14,292","7,548","6,744","75,796","42,338","33,458",904,893,86.89,92.52,80.68
10,BIHAR,71,34,Gaya (M Corp.),"463,454","245,764","217,690","59,015","30,966","28,049","346,747","194,377","152,370",886,906,85.74,90.49,80.35
10,BIHAR,7,37,Jehanabad (NP),"102,456","54,868","47,588","14,516","7,706","6,810","70,052","39,889","30,163",867,884,79.66,84.58,73.97
13,NAGALAND,7,05,Dimapur (MC),"123,777","65,017","58,760","14,438","7,345","7,093","95,646","51,604","44,042",904,966,87.48,89.48,85.24
14,MANIPUR ,71,99,Imphal (M Cl),"264,986","128,931","136,055","25,877","13,347","12,530","219,261","110,809","108,452",1055,939,91.70,95.87,87.80
15,MIZORAM,7,03,Aizawl (NT),"291,822","143,803","148,019","35,147","17,667","17,480","253,588","125,256","128,332",1029,989,98.80,99.30,98.31
16,TRIPURA,7,01,Agartala (M Cl),"399,688","199,616","200,072","33,635","17,341","16,294","343,633","174,524","169,109",1002,940,93.88,95.75,92.02
17,MEGHALAYA,71,06,Shillong Municipality (M),"143,007","70,028","72,979","13,792","7,120","6,672","119,313","59,420","59,893",1042,937,92.34,94.46,90.33
18,ASSAM,71,06,Nagaon (MB),"116,355","59,021","57,334","11,388","5,574","5,814","98,068","52,690","45,378",971,1043,93.43,98.58,88.08
18,ASSAM,71,11,Dibrugarh (MB),"138,661","72,044","66,617","11,862","6,114","5,748","113,822","60,782","53,040",925,940,89.77,92.19,87.14
18,ASSAM,71,17,Silchar (MB),"172,709","86,812","85,897","15,467","7,977","7,490","144,255","74,082","70,173",989,939,91.74,93.97,89.50
18,ASSAM,71,23,Guwahati (M Corp.),"963,429","502,255","461,174","86,806","43,217","43,589","798,726","426,401","372,325",918,1009,91.11,92.89,89.16
19,WEST BENGAL,71,99,Siliguri (M Corp.),"509,709","261,218","248,491","48,250","25,023","23,227","394,366","209,792","184,574",951,928,85.46,88.82,81.94
19,WEST BENGAL,71,01,Darjiling (M),"120,414","60,114","60,300","6,547","3,440","3,107","107,242","54,710","52,532",1003,903,94.18,96.53,91.85
19,WEST BENGAL,71,02,Jalpaiguri (M),"107,351","53,749","53,602","8,075","4,124","3,951","90,455","46,484","43,971",997,958,91.11,93.67,88.56
19,WEST BENGAL,81,02,Dabgram (P) (CT),"118,464","60,708","57,756","14,472","7,427","7,045","76,930","42,781","34,149",951,949,73.98,80.29,67.34
19,WEST BENGAL,71,04,Raiganj (M),"183,682","96,589","87,093","20,547","10,576","9,971","133,215","72,475","60,740",902,943,81.66,84.26,78.76
19,WEST BENGAL,71,05,Balurghat (M),"151,183","75,677","75,506","9,391","4,757","4,634","130,230","66,954","63,276",998,974,91.85,94.41,89.28
19,WEST BENGAL,71,06,English Bazar (M),"216,083","115,126","100,957","33,211","18,647","14,564","154,875","82,428","72,447",877,781,84.69,85.44,83.86
19,WEST BENGAL,71,07,Baharampur (M),"195,363","100,431","94,932","13,228","6,741","6,487","164,445","86,535","77,910",945,962,90.29,92.36,88.09
19,WEST BENGAL,71,09,Asansol (M Corp.),"564,491","293,748","270,743","56,014","29,363","26,651","431,300","236,683","194,617",922,908,84.82,89.52,79.73
19,WEST BENGAL,71,09,Kulti (M),"313,977","163,819","150,158","33,375","17,321","16,054","214,889","123,380","91,509",917,927,76.58,84.22,68.24
19,WEST BENGAL,71,09,Jamuria (M),"144,971","75,574","69,397","17,556","9,017","8,539","93,152","54,399","38,753",918,947,73.11,81.73,63.68
19,WEST BENGAL,71,09,Raniganj (M),"128,624","67,150","61,474","14,833","7,759","7,074","89,293","50,250","39,043",915,912,78.47,84.61,71.77
19,WEST BENGAL,71,09,Durgapur (M Corp.),"566,937","294,349","272,588","50,512","25,959","24,553","453,604","247,176","206,428",926,946,87.84,92.10,83.23
19,WEST BENGAL,71,09,Barddhaman (M),"314,638","160,631","154,007","22,104","11,394","10,710","260,564","138,067","122,497",959,940,89.07,92.52,85.48
19,WEST BENGAL,71,10,Nabadwip (M),"125,528","65,300","60,228","8,388","4,329","4,059","102,793","55,569","47,224",922,938,87.75,91.14,84.07
19,WEST BENGAL,71,10,Krishnanagar (M),"152,203","76,700","75,503","10,794","5,624","5,170","128,574","66,262","62,312",984,919,90.92,93.23,88.60
19,WEST BENGAL,71,10,Santipur (M),"151,774","77,044","74,730","12,975","6,565","6,410","113,028","60,420","52,608",970,976,81.43,85.73,77.00
19,WEST BENGAL,7,11,Bongaon (M),"110,668","56,416","54,252","8,452","4,387","4,065","92,253","48,799","43,454",962,927,90.25,93.79,86.58
19,WEST BENGAL,71,11,Habra (M),"149,675","76,510","73,165","11,211","5,799","5,412","125,800","66,495","59,305",956,933,90.85,94.04,87.53
19,WEST BENGAL,71,11,Ashokenagar Kalyangarh (M),"123,906","62,554","61,352","8,885","4,564","4,321","106,337","55,398","50,939",981,947,92.45,95.53,89.32
19,WEST BENGAL,71,11,Basirhat (M),"127,135","64,397","62,738","10,719","5,504","5,215","102,737","53,913","48,824",974,947,88.25,91.54,84.88
19,WEST BENGAL,7,13,Bankura (M),"138,036","70,734","67,302","10,760","5,502","5,258","111,073","60,272","50,801",951,956,87.27,92.40,81.88
19,WEST BENGAL,71,14,Puruliya (M),"121,436","62,520","58,916","11,491","5,877","5,614","90,534","50,276","40,258",942,955,82.34,88.76,75.53
19,WEST BENGAL,71,16,Kolkata (M Corp.),"4,486,679","2,362,662","2,124,017","300,052","155,475","144,577","3,648,210","1,966,122","1,682,088",899,930,87.14,89.08,84.98
19,WEST BENGAL,71,10,Kalyani (M),"100,620","50,867","49,753","7,604","3,890","3,714","82,553","43,591","38,962",978,955,88.75,92.79,84.63
19,WEST BENGAL,71,11,Rajarhat Gopalpur (M),"404,991","205,560","199,431","34,088","17,354","16,734","337,188","175,680","161,508",970,964,90.91,93.34,88.40
19,WEST BENGAL,71,11,Barasat (M),"283,443","143,732","139,711","21,468","10,932","10,536","236,881","123,692","113,189",972,964,90.42,93.14,87.62
19,WEST BENGAL,71,11,Madhyamgram (M),"198,964","100,611","98,353","15,248","7,769","7,479","165,630","86,682","78,948",978,963,90.16,93.37,86.88
19,WEST BENGAL,71,11,Kanchrapara (M),"122,181","61,770","60,411","8,532","4,406","4,126","103,194","54,213","48,981",978,936,90.80,94.51,87.02
19,WEST BENGAL,71,11,Halisahar (M),"126,893","66,654","60,239","10,600","5,513","5,087","103,789","56,921","46,868",904,923,89.25,93.10,84.98
19,WEST BENGAL,71,11,Naihati (M),"221,762","112,773","108,989","17,442","9,057","8,385","183,458","96,626","86,832",966,926,89.79,93.16,86.31
19,WEST BENGAL,71,11,Bhatpara (M),"390,467","207,876","182,591","32,498","16,879","15,619","307,362","172,042","135,320",878,925,85.86,90.08,81.04
19,WEST BENGAL,71,11,North Barrackpur (M),"134,825","68,136","66,689","8,265","4,310","3,955","119,954","61,810","58,144",979,918,94.78,96.84,92.68
19,WEST BENGAL,71,11,Barrackpur (M),"154,475","79,507","74,968","10,671","5,553","5,118","128,459","68,159","60,300",943,922,89.33,92.16,86.33
19,WEST BENGAL,71,11,Titagarh (M),"118,426","63,936","54,490","10,816","5,729","5,087","87,356","50,566","36,790",852,888,81.18,86.87,74.47
19,WEST BENGAL,71,11,Khardaha (M),"111,130","56,792","54,338","6,579","3,406","3,173","99,848","51,668","48,180",957,932,95.50,96.78,94.17
19,WEST BENGAL,71,11,Panihati (M),"383,522","193,333","190,189","24,678","12,599","12,079","332,924","171,788","161,136",984,959,92.78,95.05,90.47
19,WEST BENGAL,71,11,Kamarhati (M),"336,579","174,840","161,739","23,863","12,324","11,539","275,870","147,547","128,323",925,936,88.22,90.79,85.43
19,WEST BENGAL,71,11,Baranagar (M),"248,466","128,432","120,034","15,016","7,712","7,304","215,849","114,347","101,502",935,947,92.46,94.72,90.04
19,WEST BENGAL,71,11,South Dum Dum (M),"410,524","206,558","203,966","26,900","13,734","13,166","356,092","183,454","172,638",987,959,92.82,95.14,90.48
19,WEST BENGAL,71,11,North Dum Dum (M),"253,625","128,620","125,005","17,290","8,871","8,419","217,371","112,967","104,404",972,949,91.98,94.34,89.55
19,WEST BENGAL,71,11,Dum Dum (M),"117,637","61,039","56,598","6,678","3,484","3,194","103,757","54,153","49,604",927,917,93.51,94.09,92.88
19,WEST BENGAL,71,11,Bidhan Nagar (M),"218,323","111,363","106,960","12,786","6,500","6,286","185,885","97,604","88,281",960,967,90.44,93.08,87.69
19,WEST BENGAL,71,12,Bansberia (M),"103,799","53,807","49,992","8,721","4,518","4,203","81,514","44,671","36,843",929,930,85.73,90.63,80.46
19,WEST BENGAL,71,12,Hugli-Chinsurah (M),"177,209","88,952","88,257","11,409","5,763","5,646","152,437","78,780","73,657",992,980,91.94,94.70,89.16
19,WEST BENGAL,71,12,Bhadreswar (M),"101,334","53,318","48,016","8,981","4,674","4,307","80,249","44,493","35,756",901,921,86.89,91.47,81.80
19,WEST BENGAL,71,12,Champdani (M),"110,983","59,296","51,687","11,604","6,017","5,587","81,883","46,888","34,995",872,929,82.39,88.00,75.91
19,WEST BENGAL,71,12,Chandannagar (M Corp.),"166,949","84,257","82,692","10,716","5,514","5,202","141,572","73,393","68,179",981,943,90.62,93.21,87.98
19,WEST BENGAL,71,12,Baidyabati (M),"121,081","62,550","58,531","8,154","4,164","3,990","100,590","53,217","47,373",936,958,89.08,91.15,86.86
19,WEST BENGAL,71,12,Serampore (M),"183,339","94,514","88,825","12,817","6,547","6,270","153,460","81,592","71,868",940,958,89.99,92.75,87.05
19,WEST BENGAL,71,12,Rishra (M),"124,585","66,767","57,818","11,430","6,015","5,415","100,581","56,155","44,426",866,900,88.89,92.43,84.78
19,WEST BENGAL,71,12,Uttarpara Kotrung (M),"162,386","82,815","79,571","11,140","5,815","5,325","137,869","71,976","65,893",961,916,91.16,93.48,88.75
19,WEST BENGAL,71,15,Bally (M),"291,972","156,734","135,238","31,859","14,583","17,276","216,902","119,508","97,394",863,1185,83.39,84.07,82.56
19,WEST BENGAL,81,15,Bally (CT),"115,715","59,951","55,764","9,584","4,879","4,705","95,665","51,534","44,131",930,964,90.14,93.58,86.43
19,WEST BENGAL,71,15,Haora (M Corp.),"1,072,161","560,577","511,584","83,010","43,155","39,855","888,817","477,781","411,036",913,924,89.86,92.34,87.13
19,WEST BENGAL,71,15,Uluberia (M),"222,175","114,144","108,031","25,187","12,991","12,196","159,826","86,210","73,616",946,939,81.13,85.23,76.82
19,WEST BENGAL,71,17,Maheshtala (M),"449,423","231,044","218,379","43,469","22,210","21,259","335,440","179,762","155,678",945,957,82.63,86.08,78.98
19,WEST BENGAL,71,17,Rajpur Sonarpur (M),"423,806","215,983","207,823","31,588","16,186","15,402","357,154","188,374","168,780",962,952,91.06,94.28,87.71
19,WEST BENGAL,7,18,Medinipur (M),"169,127","85,362","83,765","14,365","7,259","7,106","139,303","72,948","66,355",981,979,90.01,93.40,86.56
19,WEST BENGAL,71,18,Kharagpur (M),"206,923","106,735","100,188","17,731","9,084","8,647","163,915","89,075","74,840",939,952,86.64,91.22,81.76
19,WEST BENGAL,7,19,Haldia (M),"200,762","104,852","95,910","21,122","10,799","10,323","159,984","88,125","71,859",915,956,89.06,93.70,83.96
20,JHARKHAND,71,04,Giridih (NP),"114,447","59,924","54,523","15,446","8,149","7,297","84,897","46,689","38,208",910,895,85.75,90.18,80.90
20,JHARKHAND,7,05,Deoghar (M Corp.),"203,116","108,243","94,873","25,929","13,907","12,022","153,807","87,540","66,267",876,864,86.80,92.80,79.98
20,JHARKHAND,71,09,Dhanbad (M Corp.),"1,161,561","615,589","545,972","146,463","76,767","69,696","820,008","473,787","346,221",887,908,80.78,87.93,72.69
20,JHARKHAND,81,10,Bokaro Steel City (CT),"413,934","220,088","193,846","48,834","26,058","22,776","310,127","179,188","130,939",881,874,84.94,92.35,76.54
20,JHARKHAND,71,10,Chas (NP),"141,618","75,027","66,591","17,774","9,423","8,351","105,417","60,459","44,958",888,886,85.12,92.16,77.19
20,JHARKHAND,71,12,Jamshedpur (NAC),"629,659","327,912","301,747","64,098","33,972","30,126","494,893","270,876","224,017",920,887,87.50,92.15,82.47
20,JHARKHAND,71,12,Mango (NAC),"224,002","116,243","107,759","28,258","14,769","13,489","169,548","92,914","76,634",927,913,86.62,91.56,81.29
20,JHARKHAND,71,15,Hazaribag (NP),"142,494","74,267","68,227","16,100","8,485","7,615","113,693","61,630","52,063",919,897,89.95,93.69,85.90
20,JHARKHAND,71,19,Ranchi (M Corp.),"1,073,440","559,031","514,409","122,353","64,446","57,907","841,652","459,317","382,335",920,899,88.49,92.87,83.75
20,JHARKHAND,7,24,Aditya (NP),"173,988","91,495","82,493","23,042","12,063","10,979","125,985","71,470","54,515",902,910,83.46,89.98,76.23
21,ORISSA,71,03,Sambalpur Town (M),"183,383","94,627","88,756","18,555","9,857","8,698","141,329","76,545","64,784",938,882,85.74,90.30,80.92
21,ORISSA,71,05,Raurkela Industrial Township (IT),"210,412","109,823","100,589","20,399","10,817","9,582","164,546","90,631","73,915",916,886,86.60,91.54,81.22
21,ORISSA,71,05,Raurkela Town (M),"273,217","144,949","128,268","29,050","15,297","13,753","214,744","119,761","94,983",885,899,87.95,92.37,82.94
21,ORISSA,71,07,Baripada Town (M),"110,058","57,008","53,050","9,933","5,228","4,705","89,421","48,388","41,033",931,900,89.31,93.45,84.88
21,ORISSA,71,08,Baleshwar Town (M),"118,202","60,308","57,894","11,115","5,685","5,430","95,084","50,372","44,712",960,955,88.79,92.22,85.22
21,ORISSA,71,09,Bhadrak (M),"107,369","55,094","52,275","12,251","6,285","5,966","76,928","41,628","35,300",949,949,80.88,85.29,76.23
21,ORISSA,71,12,Cuttack (M Corp.),"606,007","303,530","302,477","48,585","25,358","23,227","508,188","272,257","235,931",997,916,91.17,97.87,84.49
21,ORISSA,71,17,Bhubaneswar Town (M Corp.),"837,737","445,233","392,504","75,237","39,567","35,670","710,243","388,164","322,079",882,902,93.15,95.69,90.26
21,ORISSA,7,18,Puri Town (M),"201,026","104,267","96,759","17,000","8,939","8,061","164,481","88,504","75,977",928,902,89.38,92.84,85.66
21,ORISSA,7,19,Brahmapur Town (M Corp.),"355,823","185,584","170,239","29,509","15,544","13,965","293,818","159,550","134,268",917,898,90.04,93.83,85.92
22,CHHATTISGARH,71,02,Ambikapur (M Corp.),"114,575","59,673","54,902","12,995","6,887","6,108","89,590","48,950","40,640",920,887,88.20,92.73,83.29
22,CHHATTISGARH,71,04,Raigarh (M Corp.),"137,097","70,234","66,863","16,576","8,637","7,939","105,512","57,679","47,833",952,919,87.55,93.64,81.18
22,CHHATTISGARH,71,05,Korba (M Corp.),"363,210","188,514","174,696","45,354","23,426","21,928","267,900","151,701","116,199",927,936,84.28,91.89,76.06
22,CHHATTISGARH,71,07,Bilaspur (M Corp.),"330,106","169,738","160,368","36,448","19,167","17,281","260,654","141,169","119,485",945,902,88.76,93.76,83.51
22,CHHATTISGARH,7,09,Rajnandgaon (M Corp.),"163,122","81,873","81,249","18,677","9,610","9,067","127,042","68,134","58,908",992,943,87.95,94.29,81.61
22,CHHATTISGARH,71,10,Durg (M Corp.),"268,679","136,537","132,142","29,165","15,044","14,121","210,639","113,866","96,773",968,939,87.94,93.72,82.00
22,CHHATTISGARH,71,10,Bhilai Nagar (M Corp.),"625,697","322,254","303,443","67,131","35,011","32,120","487,242","267,487","219,755",942,917,87.23,93.12,80.99
22,CHHATTISGARH,71,11,Raipur (M Corp.),"1,010,087","519,286","490,801","124,471","64,522","59,949","769,593","420,155","349,438",945,929,86.90,92.39,81.10
22,CHHATTISGARH,7,15,Jagdalpur (M Corp.),"125,345","63,910","61,435","13,804","7,192","6,612","95,303","51,905","43,398",961,919,85.44,91.51,79.16
23,MADHYA PRADESH,7,02,Morena (M),"200,506","108,405","92,101","26,454","14,636","11,818","139,903","83,531","56,372",850,807,80.38,89.08,70.22
23,MADHYA PRADESH,7,03,Bhind (M),"197,332","105,394","91,938","24,486","13,319","11,167","145,530","83,903","61,627",872,838,84.20,91.12,76.30
23,MADHYA PRADESH,71,04,Gwalior (M Corp.),"1,053,505","560,887","492,618","114,190","62,516","51,674","800,325","452,788","347,537",878,827,85.20,90.85,78.82
23,MADHYA PRADESH,7,05,Datia (M),"100,466","52,931","47,535","12,218","6,553","5,665","71,071","40,482","30,589",898,864,80.54,87.29,73.06
23,MADHYA PRADESH,7,06,Shivpuri (M),"179,972","95,227","84,745","22,683","12,075","10,608","124,641","72,107","52,534",890,879,79.24,86.72,70.86
23,MADHYA PRADESH,71,08,Chhattarpur (M),"133,626","70,586","63,040","16,381","8,811","7,570","99,154","55,244","43,910",893,859,84.57,89.43,79.16
23,MADHYA PRADESH,71,10,Sagar (M Corp.),"273,357","142,655","130,702","32,171","16,725","15,446","217,632","119,068","98,564",916,924,90.23,94.55,85.52
23,MADHYA PRADESH,71,11,Damoh (M),"124,979","65,133","59,846","14,712","7,682","7,030","96,043","53,052","42,991",919,915,87.10,92.34,81.40
23,MADHYA PRADESH,71,12,Satna (M Corp.),"280,248","147,924","132,324","31,822","16,987","14,835","214,468","120,464","94,004",895,873,86.33,92.00,80.01
23,MADHYA PRADESH,7,13,Rewa (M Corp.),"235,422","124,634","110,788","24,234","13,131","11,103","185,291","103,599","81,692",889,846,87.74,92.91,81.95
23,MADHYA PRADESH,71,15,Neemuch (M),"128,108","67,322","60,786","14,950","7,809","7,141","97,156","54,829","42,327",903,914,85.86,92.13,78.90
23,MADHYA PRADESH,7,16,Mandsaur (M),"141,468","72,370","69,098","15,721","8,282","7,439","109,135","59,436","49,699",955,898,86.79,92.74,80.60
23,MADHYA PRADESH,71,17,Ratlam (M Corp.),"264,810","135,007","129,803","28,413","14,780","13,633","207,742","111,921","95,821",961,922,87.88,93.09,82.48
23,MADHYA PRADESH,7,18,Nagda (M),"100,036","51,410","48,626","11,053","5,840","5,213","72,618","40,765","31,853",946,893,81.61,89.46,73.37
23,MADHYA PRADESH,7,18,Ujjain (M Corp.),"515,215","265,291","249,924","57,630","30,007","27,623","391,470","214,481","176,989",942,921,85.55,91.16,79.62
23,MADHYA PRADESH,7,20,Dewas (M Corp.),"289,438","150,193","139,245","34,435","18,117","16,318","218,877","122,388","96,489",927,901,85.83,92.66,78.49
23,MADHYA PRADESH,7,21,Pithampur (M),"126,099","70,577","55,522","20,438","10,872","9,566","87,417","54,030","33,387",787,880,82.73,90.49,72.65
23,MADHYA PRADESH,71,22,Indore (M Corp.),"1,960,631","1,020,883","939,748","225,111","119,354","105,757","1,516,434","827,975","688,459",921,886,87.38,91.84,82.55
23,MADHYA PRADESH,71,23,Khargone (M),"106,452","54,684","51,768","13,378","7,020","6,358","77,216","42,390","34,826",947,906,82.96,88.94,76.69
23,MADHYA PRADESH,7,26,Vidisha (M),"155,959","81,424","74,535","19,360","10,122","9,238","118,678","65,802","52,876",915,913,86.88,92.29,80.98
23,MADHYA PRADESH,71,27,Bhopal (M Corp.),"1,795,648","939,560","856,088","206,967","107,945","99,022","1,354,219","741,737","612,482",911,917,85.24,89.19,80.90
23,MADHYA PRADESH,71,28,Sehore (M),"108,818","56,284","52,534","12,859","6,743","6,116","82,066","44,937","37,129",933,907,85.52,90.71,79.99
23,MADHYA PRADESH,7,30,Betul (M),"103,341","52,902","50,439","11,005","5,772","5,233","83,356","44,429","38,927",953,907,90.27,94.27,86.11
23,MADHYA PRADESH,7,32,Hoshangabad (M),"117,956","61,610","56,346","13,012","6,964","6,048","92,317","50,943","41,374",915,868,87.97,93.22,82.26
23,MADHYA PRADESH,7,33,Murwara (Katni) (M Corp.),"221,875","115,463","106,412","25,168","13,299","11,869","171,966","94,777","77,189",922,892,87.42,92.77,81.64
23,MADHYA PRADESH,71,34,Jabalpur (M Corp.),"1,054,336","546,561","507,775","107,882","56,746","51,136","841,399","453,820","387,579",929,901,88.90,92.65,84.88
23,MADHYA PRADESH,71,38,Chhindwara (M),"138,266","70,444","67,822","13,745","7,062","6,683","112,532","59,892","52,640",963,946,90.37,94.49,86.10
23,MADHYA PRADESH,7,39,Seoni (M),"102,377","52,354","50,023","10,413","5,467","4,946","83,832","44,862","38,970",955,905,91.16,95.68,86.45
23,MADHYA PRADESH,7,41,Guna (M),"180,978","94,645","86,333","23,757","12,658","11,099","128,463","73,169","55,294",912,877,81.71,89.24,73.50
23,MADHYA PRADESH,7,46,Singrauli (M Corp.),"220,295","117,276","103,019","29,569","15,438","14,131","147,527","87,870","59,657",878,915,77.35,86.28,67.11
23,MADHYA PRADESH,7,49,Khandwa (M Corp.),"200,681","102,873","97,808","24,079","12,659","11,420","153,609","82,575","71,034",951,902,86.98,91.53,82.23
23,MADHYA PRADESH,7,50,Burhanpur (M Corp.),"210,891","108,234","102,657","28,107","14,628","13,479","149,339","80,909","68,430",948,921,81.70,86.44,76.73
24,GUJARAT,71,07,Ahmadabad (M Corp.),"5,570,585","2,935,869","2,634,716","589,076","317,917","271,159","4,464,303","2,459,823","2,004,480",897,853,89.62,93.96,84.81
24,GUJARAT,71,06,Kalol (M),"112,126","59,380","52,746","12,035","6,572","5,463","88,768","49,439","39,329",888,831,88.69,93.62,83.18
24,GUJARAT,71,06,Gandhinagar (NA),"208,299","109,479","98,820","18,851","10,423","8,428","177,510","95,640","81,870",903,809,93.70,96.55,90.57
24,GUJARAT,71,01,Bhuj (M),"147,123","77,900","69,223","15,894","8,365","7,529","114,822","64,172","50,650",889,900,87.50,92.29,82.10
24,GUJARAT,7,01,Gandhidham (M),"248,705","132,388","116,317","31,224","16,352","14,872","181,253","104,073","77,180",879,909,83.34,89.69,76.08
24,GUJARAT,71,02,Palanpur (M),"127,125","66,384","60,741","14,382","7,810","6,572","97,459","55,139","42,320",915,841,86.44,94.14,78.13
24,GUJARAT,7,02,Deesa (M),"111,149","58,724","52,425","14,192","7,790","6,402","78,219","45,479","32,740",893,822,80.67,89.29,71.14
24,GUJARAT,71,03,Patan (M),"125,502","65,628","59,874","12,287","6,589","5,698","99,129","55,294","43,835",912,865,87.56,93.66,80.91
24,GUJARAT,71,04,Mahesana (M),"184,133","97,212","86,921","17,337","9,838","7,499","151,773","83,642","68,131",894,762,90.99,95.73,85.78
24,GUJARAT,71,08,Surendranagar Dudhrej (M),"177,827","92,728","85,099","18,599","9,982","8,617","135,879","75,906","59,973",918,863,85.34,91.73,78.41
24,GUJARAT,71,09,Morvi (M),"188,278","97,860","90,418","21,854","11,736","10,118","140,779","77,826","62,953",924,862,84.59,90.37,78.40
24,GUJARAT,71,09,Rajkot (M. Corp),"1,286,995","675,731","611,264","131,841","72,139","59,702","1,026,040","559,369","466,671",905,828,88.82,92.67,84.61
24,GUJARAT,7,09,Gondal (M),"112,064","58,417","53,647","11,591","6,358","5,233","86,139","47,112","39,027",918,823,85.73,90.50,80.61
24,GUJARAT,7,09,Jetpur Navagadh (M),"118,550","62,331","56,219","12,295","6,684","5,611","89,110","49,677","39,433",902,839,83.86,89.27,77.92
24,GUJARAT,71,10,Jamnagar (M Corp.),"529,308","276,202","253,106","51,106","27,452","23,654","394,919","216,330","178,589",916,862,82.58,86.97,77.83
24,GUJARAT,71,11,Porbandar (M),"152,136","78,490","73,646","13,867","7,415","6,452","119,545","65,171","54,374",938,870,86.46,91.69,80.92
24,GUJARAT,71,12,Veraval (M),"153,696","78,161","75,535","17,107","9,003","8,104","106,540","59,874","46,666",966,900,78.00,86.58,69.21
24,GUJARAT,7,12,Junagadh (M Corp.),"320,250","164,091","156,159","27,375","14,651","12,724","259,563","139,317","120,246",952,868,88.63,93.23,83.83
24,GUJARAT,71,13,Amreli (M),"105,980","55,166","50,814","9,885","5,386","4,499","85,975","46,721","39,254",921,835,89.47,93.85,84.75
24,GUJARAT,71,14,Bhavnagar (M Corp.),"593,768","309,447","284,321","62,089","33,775","28,314","455,242","251,860","203,382",919,838,85.62,91.36,79.44
24,GUJARAT,7,14,Botad (M),"130,302","67,778","62,524","16,654","8,889","7,765","94,563","53,275","41,288",922,874,83.21,90.47,75.40
24,GUJARAT,71,15,Anand (M),"197,351","102,359","94,992","19,993","10,631","9,362","166,211","88,444","77,767",928,881,93.71,96.42,90.82
24,GUJARAT,71,16,Nadiad (M),"218,150","112,381","105,769","19,994","10,804","9,190","174,931","94,468","80,463",941,851,88.28,93.00,83.31
24,GUJARAT,71,17,Godhra (M),"143,126","73,868","69,258","17,364","9,045","8,319","111,571","60,797","50,774",938,920,88.72,93.79,83.32
24,GUJARAT,71,19,Vadodara (M Corp.),"1,666,703","866,701","800,002","156,480","84,307","72,173","1,394,952","747,280","647,672",923,856,92.37,95.51,88.99
24,GUJARAT,71,21,Bharuch (M),"168,729","86,887","81,842","16,106","8,406","7,700","133,796","71,671","62,125",942,916,87.66,91.32,83.79
24,GUJARAT,71,23,Navsari (M),"160,100","82,925","77,175","15,754","8,427","7,327","128,822","69,437","59,385",931,869,89.25,93.21,85.02
24,GUJARAT,71,24,Valsad (M),"114,987","58,958","56,029","9,609","5,119","4,490","97,687","51,447","46,240",950,877,92.70,95.56,89.72
24,GUJARAT,71,25,Surat (M Corp.),"4,462,002","2,538,243","1,923,759","531,522","293,208","238,314","3,499,228","2,082,588","1,416,640",758,813,89.03,92.76,84.05
27,MAHARASHTRA,7,01,Nandurbar (M Cl),"111,067","57,543","53,524","12,621","6,868","5,753","85,635","46,673","38,962",930,838,86.99,92.10,81.56
27,MAHARASHTRA,7,02,Dhule (M Corp.),"376,093","193,854","182,239","43,677","23,246","20,431","298,693","160,511","138,182",940,879,89.86,94.08,85.40
27,MAHARASHTRA,7,03,Jalgaon (M Corp.),"460,468","241,228","219,240","51,544","28,548","22,996","363,778","198,426","165,352",909,806,88.96,93.30,84.26
27,MAHARASHTRA,71,03,Bhusawal (M Cl),"187,750","96,655","91,095","19,440","10,496","8,944","152,103","81,544","70,559",942,852,90.37,94.64,85.89
27,MAHARASHTRA,7,05,Akola (M Corp.),"427,146","218,184","208,962","46,500","24,488","22,012","347,687","183,594","164,093",958,899,91.34,94.78,87.77
